id,word,phonetic,partOfSpeech,meaning,level,topic
652,instruction,/ɪnstrʌkʃən/,n.,指示；说明,600,Communication
653,description,/dɪskrɪpʃən/,n.,描述,600,Communication
654,announcement,/ənaʊnsmənt/,n.,公告,600,Communication
655,publication,/pʌblɪkeɪʃən/,n.,出版物；发布,600,Communication
656,newsletter,/nuzlɛtɚ/,n.,简报,600,Communication
657,article,/ɑrtəkəl/,n.,文章；物品,600,Communication
658,editor,/ɛdətɚ/,n.,编辑,600,Communication
659,press,/prɛs/,n.,新闻界；印刷机,600,Communication
660,postpone,/poʊstpoʊn/,v.,推迟,600,Meetings & Planning
661,reschedule,/riskɛdʒul/,v.,重新安排,600,Meetings & Planning
662,participate,/pɑrtɪsəpeɪt/,v.,参加,600,Meetings & Planning
663,participant,/pɑrtɪsəpənt/,n.,参加者,600,Meetings & Planning
664,speaker,/spikɚ/,n.,演讲者,600,Meetings & Planning
665,session,/sɛʃən/,n.,会议；场次,600,Meetings & Planning
666,venue,/vɛnju/,n.,会场；地点,600,Meetings & Planning
667,registration,/rɛdʒɪstreɪʃən/,n.,登记；注册,600,Meetings & Planning
668,organizer,/ɔrɡənaɪzɚ/,n.,组织者,600,Meetings & Planning
669,arrangement,/ɚeɪndʒmənt/,n.,安排,600,Meetings & Planning
670,availability,/əveɪləbɪləti/,n.,可用性；空闲时间,600,Meetings & Planning
671,calendar,/kæləndɚ/,n.,日历；日程表,600,Meetings & Planning
672,duration,/dʊreɪʃən/,n.,持续时间,600,Meetings & Planning
673,period,/pɪriəd/,n.,期间,600,Meetings & Planning
674,temporary,/tɛmpɚɛri/,adj.,临时的,600,Meetings & Planning
675,permanent,/pɝmənənt/,adj.,永久的；正式的,600,Meetings & Planning
676,immediate,/ɪmidiət/,adj.,立即的,600,Meetings & Planning
677,upcoming,/ʌpkʌmɪŋ/,adj.,即将到来的,600,Meetings & Planning
678,previous,/priviəs/,adj.,先前的,600,Meetings & Planning
679,recent,/risənt/,adj.,最近的,600,Meetings & Planning
680,frequent,/frikwənt/,adj.,频繁的,600,Meetings & Planning
681,regular,/rɛɡjəlɚ/,adj.,定期的；常规的,600,Meetings & Planning
682,occasion,/əkeɪʒən/,n.,场合；时机,600,Meetings & Planning
683,ceremony,/sɛrəmoʊni/,n.,典礼,600,Meetings & Planning
684,celebrate,/sɛləbreɪt/,v.,庆祝,600,Meetings & Planning
685,procurement,/proʊkjʊrmənt/,n.,采购,600,Procurement
686,bid,/bɪd/,n./v.,投标；出价,600,Procurement
687,tender,/tɛndɚ/,n./adj.,投标；温和的,600,Procurement
688,quote,/kwoʊt/,n./v.,报价；引用,600,Procurement
689,bulk,/bʌlk/,n./adj.,大批；大量的,600,Procurement
690,unit,/junət/,n.,单位；单件,600,Procurement
691,evaluate,/ɪvæljueɪt/,v.,评估,600,Procurement
692,comparison,/kəmpɛrəsən/,n.,比较,600,Procurement
693,selection,/səlɛkʃən/,n.,选择,600,Procurement
694,issue,/ɪʃu/,n./v.,问题；发布,600,Procurement
695,obtain,/əbteɪn/,v.,获得,600,Procurement
696,acquire,/əkwaɪɚ/,v.,取得；收购,600,Procurement
697,source,/sɔrs/,n./v.,来源；采购,600,Procurement
698,insurance,/ɪnʃʊrəns/,n.,保险,600,Customer Service
699,coverage,/kʌvɚədʒ/,n.,保险范围；覆盖范围,600,Customer Service
700,premium,/primiəm/,n.,保险费；优质的,600,Customer Service
