id,word,phonetic,partOfSpeech,meaning,level,topic
532,facility,/fəsɪlɪti/,n.,设施,600,Logistics & Supply
533,transportation,/trænspɚteɪʃən/,n.,运输,600,Logistics & Supply
534,freight,/freɪt/,n.,货运；货物,600,Logistics & Supply
535,cargo,/kɑrɡoʊ/,n.,货物,600,Logistics & Supply
536,carrier,/kæriɚ/,n.,承运人；运输公司,600,Logistics & Supply
537,route,/rut/,n.,路线,600,Logistics & Supply
538,destination,/dɛstəneɪʃən/,n.,目的地,600,Logistics & Supply
539,dispatch,/dɪspætʃ/,n./v.,派送；发送,600,Logistics & Supply
540,load,/loʊd/,n./v.,装载；负荷,600,Logistics & Supply
541,unload,/ənloʊd/,v.,卸货,600,Logistics & Supply
542,pack,/pæk/,n./v.,包装；打包,600,Logistics & Supply
543,container,/kənteɪnɚ/,n.,集装箱；容器,600,Logistics & Supply
544,customs,/kʌstəmz/,n.,海关,600,Logistics & Supply
545,import,/ɪmpɔrt/,n./v.,进口,600,Logistics & Supply
546,export,/ɛkspɔrt/,n./v.,出口,600,Logistics & Supply
547,accommodation,/əkɑmədeɪʃən/,n.,住宿,600,Travel & Hospitality
548,itinerary,/aɪtɪnɚɛri/,n.,行程安排,600,Travel & Hospitality
549,departure,/dɪpɑrtʃɚ/,n.,出发,600,Travel & Hospitality
550,arrival,/ɚaɪvəl/,n.,到达,600,Travel & Hospitality
551,boarding,/bɔrdɪŋ/,n.,登机,600,Travel & Hospitality
552,terminal,/tɝmənəl/,n.,航站楼；终端,600,Travel & Hospitality
553,platform,/plætfɔrm/,n.,站台；平台,600,Travel & Hospitality
554,fare,/fɛr/,n.,票价,600,Travel & Hospitality
555,commute,/kəmjut/,n./v.,通勤,600,Travel & Hospitality
556,vehicle,/vihɪkəl/,n.,车辆,600,Travel & Hospitality
557,rental,/rɛntəl/,n./adj.,租赁；出租的,600,Travel & Hospitality
558,checkin,/tʃɛkɪn/,n.,办理入住；报到,600,Travel & Hospitality
559,checkout,/tʃɛkaʊt/,n.,退房；结账,600,Travel & Hospitality
560,suite,/swit/,n.,套房,600,Travel & Hospitality
561,vacancy,/veɪkənsi/,n.,空房；职位空缺,600,Travel & Hospitality
562,occupancy,/ɑkjəpənsi/,n.,入住率,600,Travel & Hospitality
563,housekeeping,/haʊskipɪŋ/,n.,客房清洁服务,600,Travel & Hospitality
564,concierge,/kɑnsiɛrʒ/,n.,礼宾员,600,Travel & Hospitality
565,tourist,/tʊrəst/,n.,游客,600,Travel & Hospitality
566,sightseeing,/saɪtsiɪŋ/,n.,观光,600,Travel & Hospitality
567,cancellation,/kænsəleɪʃən/,n.,取消,600,Travel & Hospitality
568,abroad,/əbrɔd/,adv.,在国外,600,Travel & Hospitality
569,renovate,/rɛnəveɪt/,v.,翻新,600,Facilities & Maintenance
570,renovation,/rɛnəveɪʃən/,n.,翻新工程,600,Facilities & Maintenance
571,construction,/kənstrʌkʃən/,n.,建筑；施工,600,Facilities & Maintenance
572,contractor,/kɑntræktɚ/,n.,承包商,600,Facilities & Maintenance
573,electricity,/ɪlɛktrɪsəti/,n.,电力,600,Facilities & Maintenance
574,heating,/hitɪŋ/,n.,供暖,600,Facilities & Maintenance
575,lighting,/laɪtɪŋ/,n.,照明,600,Facilities & Maintenance
576,ventilation,/vɛntəleɪʃən/,n.,通风,600,Facilities & Maintenance
577,security,/sɪkjʊrəti/,n.,安保；安全,600,Facilities & Maintenance
578,access,/æksɛs/,n./v.,进入；访问,600,Facilities & Maintenance
579,entry,/ɛntri/,n.,入口；进入,600,Facilities & Maintenance
580,inspection,/ɪnspɛkʃən/,n.,检查,600,Facilities & Maintenance
581,malfunction,/mælfʌŋkʃən/,n./v.,故障；发生故障,600,Facilities & Maintenance
582,outage,/aʊtədʒ/,n.,停电；中断,600,Facilities & Maintenance
583,restore,/rɪstɔr/,v.,恢复,600,Facilities & Maintenance
584,cleaning,/klinɪŋ/,n.,清洁工作,600,Facilities & Maintenance
585,dispose,/dɪspoʊz/,v.,处理；处置,600,Facilities & Maintenance
586,waste,/weɪst/,n./v.,废物；浪费,600,Facilities & Maintenance
587,recycle,/risaɪkəl/,v.,回收利用,600,Facilities & Maintenance
588,environment,/ɪnvaɪrənmənt/,n.,环境,600,Facilities & Maintenance
589,energy,/ɛnɚdʒi/,n.,能源,600,Facilities & Maintenance
590,temperature,/tɛmprətʃɚ/,n.,温度,600,Facilities & Maintenance
591,occupy,/ɑkjəpaɪ/,v.,占用；使用,600,Facilities & Maintenance
592,network,/nɛtwɝk/,n.,网络,600,Technology & IT
593,database,/deɪtəbeɪs/,n.,数据库,600,Technology & IT
594,server,/sɝvɚ/,n.,服务器,600,Technology & IT
595,hardware,/hɑrdwɛr/,n.,硬件,600,Technology & IT
596,program,/proʊɡræm/,n./v.,程序；编程,600,Technology & IT
597,digital,/dɪdʒətəl/,adj.,数字的,600,Technology & IT
598,electronic,/ɪlɛktrɑnɪk/,adj.,电子的,600,Technology & IT
599,wireless,/waɪrlɪs/,adj.,无线的,600,Technology & IT
600,connection,/kənɛkʃən/,n.,连接,600,Technology & IT
